title,poster_path,release_date,budget,genres,country,main_charactor,director,runtime,overview,vote_average,vote_count
{10982: 'Hoodwinked!'},https://image.tmdb.org/t/p/original/tjuMvHg7NJmE9hqKD3p86kW2Jvk.jpg,2005-12-16,15000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1813: 'Anne Hathaway'},{61372: 'Tony Leech'},82,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.",6.19,1480
{38810: 'Dogtooth'},https://image.tmdb.org/t/p/original/znbdyrzeeAFeYAhB20epEpbuJ9n.jpg,2009-10-22,275576,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GR', 'name': 'Greece'}]",{17587: 'Michele Valley'},{122423: 'Yorgos Lanthimos'},98,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",7.1,1713
{10603: 'George of the Jungle'},https://image.tmdb.org/t/p/original/lWp8hUqE4oLPxsYgilXoYoVThfU.jpg,1997-07-15,55000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{41087: 'Leslie Mann'},{54967: 'Sam Weisman'},93,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rain forest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King Of Swing swings into action.",5.576,1710
{10771: 'The Tuxedo'},https://image.tmdb.org/t/p/original/2agrcNQRtgTsN5SbffC4H2BwYW2.jpg,2002-09-27,60000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{33259: 'Jennifer Love Hewitt'},{66654: 'Kevin Donovan'},98,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",5.685,1588
{1788: 'Footloose'},https://image.tmdb.org/t/p/original/9JEDjBCXCx3eKTSkXwispf0UN3O.jpg,1984-02-17,8200000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{26456: 'Lori Singer'},{18378: 'Herbert Ross'},107,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock after discovering he's living in a place where music and dancing are illegal.",6.652,1654
{8374: 'The Boondock Saints'},https://image.tmdb.org/t/p/original/gj3V39yiGPH1FAylXxzzVneflxA.jpg,1999-01-22,6000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{54789: 'Sean Patrick Flanery'},{54795: 'Troy Duffy'},108,"Tired of the crime overrunning the streets of Boston, Irish Catholic twin brothers Conner and Murphy are inspired by their faith to cleanse their hometown of evil with their own brand of zealous vigilante justice. As they hunt down and kill one notorious gangster after another, they become controversial folk heroes in the community. But Paul Smecker, an eccentric FBI agent, is fast closing in on their blood-soaked trail.",7.261,1964
{1852: 'World Trade Center'},https://image.tmdb.org/t/p/original/bfTiVc8kxq8uRXeblV3Ct35APGu.jpg,2006-08-09,65000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{49: 'Maria Bello'},{1152: 'Oliver Stone'},129,"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.",6.148,1395
{37137: 'The Naked Gun 2½: The Smell of Fear'},https://image.tmdb.org/t/p/original/v9niLQWVzVPB1cP1ThNdEaLZG1Q.jpg,1991-06-28,23000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12949: 'Priscilla Presley'},{12987: 'David Zucker'},85,"Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",6.77,1738
{172391: 'Khumba'},https://image.tmdb.org/t/p/original/7RXXQxM4ZlmoiqQD053k8GFyegR.jpg,2013-07-18,20000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}]",{3896: 'Liam Neeson'},{1199049: 'Anthony Silverston'},85,A half-striped zebra is blamed for the drought and leaves his herd in search of his missing stripes. He is joined on his quest by an overprotective wildebeest and a flamboyant ostrich; they defeat the tyrannical leopard and save his herd.,6.0,211
{8007: 'Behind Enemy Lines'},https://image.tmdb.org/t/p/original/fZReMWU3zszvaktDUqOoWCzHssZ.jpg,2001-11-30,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{193: 'Gene Hackman'},{12028: 'John Moore'},106,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.",6.284,1183
{13813: 'Defiance'},https://image.tmdb.org/t/p/original/b1xn65gjQmFbnxuR4ZzoMKWRsJk.jpg,2008-12-31,32000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{23626: 'Liev Schreiber'},{9181: 'Edward Zwick'},137,"Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland.",6.8,1466
{474354: '22 July'},https://image.tmdb.org/t/p/original/8RZjeZ69UDLkaFQVKcslciP6MOr.jpg,2018-10-04,20000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{71610: 'Anders Danielsen Lie'},{25598: 'Paul Greengrass'},143,"In Norway on 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utöya Island outside of Oslo. This three-part story will focus on the survivors of the attacks, the political leadership of Norway, and the lawyers involved.",7.146,986
{11133: 'Poltergeist II: The Other Side'},https://image.tmdb.org/t/p/original/n85IZOC8R27TK5T5YaiwCtpvjv7.jpg,1986-05-23,19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10080: 'JoBeth Williams'},{18069: 'Brian Gibson'},91,"The Freeling family move in with Diane's mother in an effort to escape the trauma and aftermath of Carol Anne's abduction by the Beast. But the Beast is not to be put off so easily and appears in a ghostly apparition as the Reverend Kane, a religeous zealot responsible for the deaths of his many followers. His goal is simple - he wants the angelic Carol Anne.",6.01,511
{68734: 'Argo'},https://image.tmdb.org/t/p/original/m5gPWFZFIp4UJFABgWyLkbXv8GX.jpg,2012-03-22,44500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{17419: 'Bryan Cranston'},{880: 'Ben Affleck'},120,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",7.262,7220
{11469: 'Black Knight'},https://image.tmdb.org/t/p/original/m3aLOY37CR4yrVEun6azxuWZTqf.jpg,2001-11-21,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{36219: 'Marsha Thomason'},{40243: 'Gil Junger'},95,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.",5.383,921
{501979: 'Bill & Ted Face the Music'},https://image.tmdb.org/t/p/original/4V2nTPfeB59TcqJcUfQ9ziTi7VN.jpg,2020-08-27,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18355: 'Alex Winter'},{15002: 'Dean Parisot'},92,"Yet to fulfil their rock and roll destiny, the now middle-aged best friends Bill and Ted set out on a new adventure when a visitor from the future warns them that only their song can save life as we know it. Along the way, they are helped by their daughters, a new batch of historical figures and a few music legends — to seek the song that will set their world right and bring harmony to the universe.",5.969,659
{79: 'Hero'},https://image.tmdb.org/t/p/original/1NBtOH3KPU9UUp1vzVHJ8qzdW88.jpg,2002-07-22,31000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",{1337: 'Tony Leung Chiu-wai'},{607: 'Zhang Yimou'},99,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,7.525,1816
{20455: 'Digimon: The Movie'},https://image.tmdb.org/t/p/original/1MpgVWRCdWEgu9qZivyNX4glDe.jpg,2000-03-04,5500000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1242011: 'Joshua Seth'},{81853: 'Shigeyasu Yamauchi'},89,"The first story focused on Tai and Kari Kamiya four years before their adventure in the Digital World. It shows their first encounter with Digimon and what happened to them (as well as the other children). Tai and Kari wake one morning to find a Digi-Egg that came out of their computer the night before and the egg soon hatches, revealing a Botamon. The Digimon then evolves into Koromon and then Agumon (not the same one that became friends with Tai in the series, and yet, somehow, both Koromon and Kari remember each other), who then goes out and unintentionally destroys a good part of the neighborhood with Kari riding on his back. A second Digi-Egg appears in the sky to reveal an evil digimon, Parrotmon. Agumon then Digivolves to Greymon but isn't strong enough to beat Parrotmon and is knocked out. Tai grabs Kari's whistle and wakes up Greymon, who defeats Parrotmon and disappears with him.",6.6,233
{133931: 'Zambezia'},https://image.tmdb.org/t/p/original/7aJl440TlbyqthklVrvCnSbjKYe.jpg,2012-06-05,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}]",{17140: 'Abigail Breslin'},{1098107: 'Wayne Thornley'},83,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community.",6.0,230
{2493: 'The Princess Bride'},https://image.tmdb.org/t/p/original/kTXxdNv44najTayFcrT487xWuDv.jpg,1987-09-25,16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{32: 'Robin Wright'},{3026: 'Rob Reiner'},99,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",7.658,3791
{11216: 'Cinema Paradiso'},https://image.tmdb.org/t/p/original/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg,1988-11-17,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",{20030: 'Jacques Perrin'},{65314: 'Giuseppe Tornatore'},124,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",8.467,3416
{766: 'Army of Darkness'},https://image.tmdb.org/t/p/original/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg,1992-10-31,11000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6368: 'Embeth Davidtz'},{7623: 'Sam Raimi'},81,"Ash is transported back to medieval days, where he is captured by the dreaded Lord Arthur. Aided by the deadly chainsaw that has become his only friend, Ash is sent on a perilous mission to recover the Book of the Dead, a powerful tome that gives its owner the power to summon an army of ghouls.",7.269,2450
{14451: 'Dead Snow'},https://image.tmdb.org/t/p/original/sfwVo5cZJtO8VyDWTILDt4f69IT.jpg,2009-01-09,800000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",{76919: 'Stig Frode Henriksen'},{76927: 'Tommy Wirkola'},91,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,5.994,900
{425505: 'Kin'},https://image.tmdb.org/t/p/original/oPE5GXHaTlu5eRcd4USuOX3A1mf.jpg,2018-08-29,30000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1007683: 'Jack Reynor'},{1377180: 'Josh Baker'},102,"A young boy finds a powerful otherworldly weapon, which he uses to save his older adoptive brother from a crew of thugs. Before long, the two of them are also pursued by federal agents and mysterious mercenaries aiming to reclaim their asset.",6.176,689
{88005: 'Seeking a Friend for the End of the World'},https://image.tmdb.org/t/p/original/rBbCwFLyt7Q25yaw2bEOQh7RMG1.jpg,2012-06-22,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{116: 'Keira Knightley'},{71551: 'Lorene Scafaria'},101,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",6.556,1735
{170687: 'The Boxtrolls'},https://image.tmdb.org/t/p/original/npBf0yc5Gt7aAyyVOcYtFyT2IPa.jpg,2014-09-10,60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{239020: 'Isaac Hempstead-Wright'},{1152981: 'Graham Annable'},97,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",6.664,1438
{9036: 'Eight Below'},https://image.tmdb.org/t/p/original/xAKEG2CemdK5M86GidaAE5nRWTW.jpg,2006-02-17,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{21089: 'Bruce Greenwood'},{664: 'Frank Marshall'},120,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",6.98,1467
